,电影名称,电影链接,导演,主演,评价人数,语言,制片国家/地区,类型,首播,图片链接,IMDb,片长,豆瓣评分,5星评价人数比例,4星评价人数比例,3星评价人数比例,2星评价人数比例,1星评价人数比例,剧情简介,短评数量
7,阳光普照,https://movie.douban.com/subject/30292777/,['钟孟宏'],"['陈以文', '柯淑勤', '巫建和', '刘冠廷', '许光汉', '尹馨', '温贞菱', '吴岱凌', '林志儒', '龙劭华', '胡鸿达', '施名帅', '张立东', '张少怀', '黄信尧', '张翰', '范姜泰基', '张耀升', '王可元', '陈冠斌', '林佑骏', '林书涵', '郑楠钟', '贺龙', '冯培伦', '邓安宁', '廖慧珍']",299572,汉语普通话 / 闽南语,中国台湾,"['剧情', '家庭', '犯罪']",2019-11-01(中国台湾),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2570235120.jpg,10883506,155分钟,8.5,39.70%,49.00%,10.40%,0.70%,0.20%,平凡的一家人阿文（陈以文 饰）和琴姐（柯淑勤 饰）育有两个儿子，叛逆的小儿子阿和（巫建和 饰）与好友菜头（刘冠廷 饰）砍伤人进了少年辅育院，但阿和的女友小玉（吴岱凌 饰）却带着身孕来家里…琴姐不顾阿文反对，将小玉留下来照顾。此时，被砍伤者家属也来找阿文求取巨额赔偿，阿文受不了总是带来麻烦的小儿子，将所有希望都寄托在资优生大儿子阿豪（许光汉 饰）身上，却不知道温暖善良的阿豪心中也藏着不为人知的秘密…,98710
8,E.T.外星人,https://movie.douban.com/subject/1294638/,['史蒂文·斯皮尔伯格'],"['亨利·托马斯', '迪·沃伦斯', '罗伯特·麦克纳夫顿', '德鲁·巴里摩尔', '彼德·考约特']",309249,英语,美国,"['剧情', '科幻']",2002-06-20(中国大陆),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p984732992.jpg,83866,115分钟,8.6,42.60%,44.90%,11.70%,0.70%,0.20%,小埃利奥特（亨利托马斯）发现一个意外走失的小外星人，他悄悄的收留了小外星人，并把他介绍给自己的哥哥和妹妹。孩子们与外星人友好的相处，给他吃巧克力，带他去郊外寻找家人留下的痕迹，并为小外星人的种种特异功能兴奋不已。渐渐的埃利奥特与外星人之间形成了某种奇妙的联系，跨越了言语沟通的障碍。,43391
9,青春派,https://movie.douban.com/subject/24735062/,['刘杰'],"['董子健', '秦海璐', '咏梅', '焦刚', '安悦溪', '郄路通', '蒋雪鸣', '高浩元', '谭楚枫', '李天浩', '蒋小涵', '侯孝贤', '龙然']",165208,汉语普通话,中国大陆,"['剧情', '爱情']",2013-08-02(中国大陆),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2050428637.jpg,3285802,91分钟,7.4,17.60%,43.80%,33.10%,4.40%,1.10%,不疯狂，怎叫青春？居然（董子健 饰）在高考前拍毕业照时，当着全校师生的面，大声地用泰戈尔的诗句向暗恋了三年的黄晶晶（安悦溪 饰）表白，收获了甜蜜的初恋。但很快初恋的甜蜜就被闻讯赶来的母亲（咏梅 饰）破坏了，黄晶晶在居然母亲的刺激下傲然离去，居然伤心的想爬墙挽回初恋，却摔伤了尾骨。失恋加受伤的他高考失利，看着黄晶晶前往复旦的身影，决定复读追逐爱情。开始了一段疯狂的高三历程。,43375
10,猩球崛起,https://movie.douban.com/subject/3274505/,['鲁伯特·瓦耶特'],"['安迪·瑟金斯', '詹姆斯·弗兰科', '芙蕾达·平托', '约翰·利思戈', '布莱恩·考克斯', '汤姆·费尔顿', '泰勒·莱伯恩', '卡琳·考诺娃', '泰瑞·诺塔里', '理查德·赖丁斯', '克里斯托弗·戈登', '德文·达尔顿', '杰·卡普托', '大卫·奥伊罗', '杰米·哈里斯']",396532,英语 / 美国手语,美国,"['剧情', '动作', '科幻']",2011-10-28(中国大陆),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1281402537.jpg,1318514,105分钟,8.1,27.40%,53.60%,17.70%,1.10%,0.20%,为了能让身患老年痴呆症的父亲重回正常的生活，威尔·罗曼（詹姆斯·弗兰科 James Franco 饰）一直致力于名为“Cure”的基因药物的开发，并在大猩猩身上不断进行着药物试验。在公司已经失去信心的同时，威尔继续在家完成试验，并在一只名为凯撒的大猩猩身上获得成功。借助灵长类学家卡洛琳（芙蕾达·平托 Freida Pinto 饰）的帮助，威尔发现凯撒的智力极大地提高。不过，人类的社会始终无法接受拥有极高智力的凯撒，凯撒被送往了猩猩看护所。看护所的残酷对待，使得凯撒利用智慧进行抗争，最终救走了同时被囚禁的其他猩猩，而且对它们都使用了Cure。一群高智商的猩猩与人类对立的战争就此拉开。本片获得了第84届奥斯卡最佳视觉效果的提名。,83146
11,解救吾先生,https://movie.douban.com/subject/25798448/,['丁晟'],"['刘德华', '刘烨', '王千源', '吴若甫', '林雪', '赵小锐', '李梦', '蔡鹭', '陆彭', '余皑磊', '郭洺宇']",385686,汉语普通话,中国大陆,"['剧情', '犯罪']",2015-09-30(中国大陆),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2267511583.jpg,4819560,106分钟,7.7,18.20%,52.90%,26.50%,2.10%,0.40%,春节假期的夜晚，市中心的酒吧一条街繁华喧嚣，香港电影明星吾先生（刘德华 饰）走出酒吧就被冒充警察的张华（王千源 饰）一伙人持枪绑架到一个与世隔绝的郊外小院里。吾先生意外发现绑匪还绑架了另外一个人质小窦（蔡鹭 饰）经过与张华的一番谈判，吾先生将小窦从死亡线拉回。两人开始了争取生机并相依为命的惊险20小时。,93998
12,第九区,https://movie.douban.com/subject/3006772/,['尼尔·布洛姆坎普'],"['沙尔托·科普雷', '詹森·库伯', '娜塔莉·博尔特', '茜尔雯·斯特赖克', '约翰·萨莫尔', '威廉·艾伦·扬', '尼克·布雷克', '杰德·布罗菲', '路易斯·米纳尔', '瓦妮莎·海伍德', '玛丽安·胡曼', '维多利奥·莱奥纳迪', '曼德拉·加杜卡', '约翰·范·肖尔', '斯特拉·斯廷坎普', '戴维·詹姆斯', '肯尼思·恩科西', '蒂姆·戈登', '莫尔内·埃拉斯姆斯', '尤金·孔巴尼瓦', '赫棱基维·马德拉拉', '西雅邦加·拉德贝', '梅尔特·西贝尔哈亨', '安德勒·奥登达尔', '尼克·伯莱尼', '罗伯特·霍布斯']",420454,英语 / 尼扬贾语 / 南非荷兰语 / 祖鲁语 / 科萨语 / 塞索托语,美国 / 新西兰 / 加拿大 / 南非,"['剧情', '动作', '科幻', '惊悚']",2009-11-27(中国大陆),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1559469100.jpg,1136608,112分钟,8.3,36.00%,45.90%,15.90%,1.70%,0.50%,1990年，一艘巨大的飞船出现在地球上空，人们惶恐不安，却又分外好奇。经过一段时间紧张的等待，外星飞船始终没有动静。人类终于小心翼翼靠近它，强行走进舱内，结果发现了不计其数的外星人。他们形容丑陋，宛如虾子，而且健康状况极差，虚弱无力。原来这是一群来自外星的难民，他们最终被地球人接纳，并隔离在南非约翰内斯堡的一片区域内生活，此地名为“第九区”。经过长达20年的繁衍，外星难民的数量扩张至180万之多，且和周边人类的矛盾冲突不断，越来越多的人类呼吁将“大虾”赶出地球。,76739
13,夏目友人帐,https://movie.douban.com/subject/27166442/,"['大森贵弘', '伊藤秀树']","['神谷浩史', '井上和彦', '高良健吾', '小林沙苗', '藤村步', '村瀬步', '伊藤美纪', '伊藤荣次', '堀江一真', '佐藤利奈', '木村良平', '菅沼久义', '泽城美雪', '石田彰', '雪野五月', '川澄绫子', '樋口晓里', '冈村明美', '黑田崇矢', '长岛雄一', '松山鹰志', '下崎纮史', '知桐京子', '高冈瓶瓶', '落合福嗣', '金田晶', '高桥伸也', '松川裕辉', '塙爱美', '户松拳也', '香里有佐', '小田切茜', '三谷绫子', '小峠英二', '西村瑞树', '堀秀行', '岛本须美']",179825,日语,日本,"['剧情', '动画', '奇幻']",2019-03-07(中国大陆),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2546745948.jpg,9081300,104分钟,8,28.20%,45.90%,23.40%,2.00%,0.40%,在人与妖怪之间过着忙碌日子的夏目，偶然与以前的同学结城重逢，由此回忆起了被妖怪缠身的苦涩记忆。此时，夏目认识了在归还名字的妖怪记忆中出现的女性·津村容莉枝。和玲子相识的她，现在和独子椋雄一同过着平稳的生活。夏目通过与他们的交流，心境也变得平和。但这对母子居住的城镇，却似乎潜伏着神秘的妖怪。在调查此事归来后，寄生于猫咪老师身体的“妖之种”，在藤原家的庭院中，一夜之间就长成树结出果实。而吃掉了与自己形状相似果实的猫咪老师，竟然分裂成了3个——！？,65660
14,穆赫兰道,https://movie.douban.com/subject/1292217/,['大卫·林奇'],"['娜奥米·沃茨', '劳拉·哈灵', '安·米勒', '贾斯汀·塞洛克斯', '斯科特·科菲', '梅利莎·乔治', '布兰特·布里斯科', '罗伯特·福斯特', '凯瑟琳·汤', '李·格兰特', '比利·雷·赛勒斯', '查德·艾微特', '丽塔·塔格特', '詹姆斯·凯伦', '洛里·海瑞', '安哲罗·巴达拉曼提', '迈克尔·德·巴雷斯', '马库斯·格雷厄姆', '丹·哈达亚', '马克·佩雷格里诺', '蒙蒂·蒙哥马利', '迈克尔·J·安德森']",406667,英语 / 西班牙语,法国 / 美国,"['剧情', '悬疑', '惊悚']",2001-05-16(戛纳电影节),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p792248233.jpg,166924,147分钟,8.4,42.70%,39.20%,14.40%,2.40%,1.30%,深夜的穆赫兰道发生一桩车祸，女子丽塔（劳拉·赫利 Laura Harring 饰）在车祸中失了忆。她跌跌撞撞来到一个公寓里藏身。,119807
15,新警察故事,https://movie.douban.com/subject/1306160/,['陈木胜'],"['成龙', '谢霆锋', '杨采妮', '蔡卓妍', '吴彦祖', '安志杰', '尹子维', '王杰', '于荣光', '叶山豪', '蒋怡', '伍允龙', '孙淳']",302219,英语 / 汉语普通话 / 粤语,中国大陆 / 中国香港,"['剧情', '动作', '惊悚', '犯罪']",2004-09-24(中国大陆),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p481963295.jpg,386005,123分钟,7.8,20.10%,49.90%,27.80%,1.90%,0.30%,陈国荣（成龙 饰）的所在那一组警察是警队精英，破案无数。阿祖（吴彦祖 饰）是总警师的儿子，却勾结了几个高官子弟( 蒋怡丶尹子维丶安志杰丶叶山豪)挑战警方。他们到银行抢劫，警钟敲响警察赶到时，就把阿荣及队员带进了一个早已设计好的空旷仓库里。警员都陷进了匪徒早已设计好的游戏程序里，残忍的被杀害，连阿荣女朋友可颐 （杨采妮 饰）的弟弟也被无法幸免。阿荣就此被停职，出于内疚也跟可颐分手了。 终日喝得烂醉的阿荣在酒吧遇到了阿锋（谢霆锋 饰），阿锋为了使阿荣振作起来，决定假扮警察告诉阿荣自己是上司派来要求得到阿荣协助翻案的新警员。 阿荣又遇到那群狠狠打击他的罪犯，与他们斗志斗勇，在警花莎莎（蔡卓妍 饰）的协助下知道匪徒当年的事件被编成了一部游戏，同时也知道了当年为何情报被泄漏的原因。,38081
16,牯岭街少年杀人事件,https://movie.douban.com/subject/1292329/,['杨德昌'],"['张震', '杨静怡', '张国柱', '王启赞', '林鸿铭', '金燕玲', '王琄', '张翰', '姜秀琼', '赖梵耘', '柯宇纶', '谭志刚', '冯国强', '陈湘琪', '金士杰']",256754,汉语普通话 / 闽南语 / 上海话 / 粤语,中国台湾,"['剧情', '犯罪']",1991-07-27(中国台湾),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg,101985,237分钟(导演剪辑版),8.9,56.50%,33.00%,9.00%,1.10%,0.40%,结识小明（杨静怡）前，小四（张震）是典型的乖仔，是父母的希望和兄妹的骄傲（一家人指望他考上名牌大学将来提升全家的社会地位），他有一个喜欢摇滚乐的自称“小猫王（王启赞）”的好友，两人虽会去树林看人幽会，但过的是与周围诸多在“小公园”混的少年人完全两样的生活。,68189
17,万物理论,https://movie.douban.com/subject/24815950/,['詹姆斯·马什'],"['埃迪·雷德梅恩', '菲丽希缇·琼斯', '大卫·休里斯', '艾米丽·沃森', '查理·考克斯', '哈里·劳埃德', '艾丽丝·奥尔尤因', '玛克辛·皮克', '亚当·戈德利', '西蒙·迈克伯尼', '阿比盖尔·克鲁特登', '露西·查普尔', '夏洛特·霍普', '拉菲拉·查普曼', '汤姆·普赖尔', '恩佐·科伦蒂', '托马斯·莫里森', '迈克尔·马库斯', '格拉法德·格林', '盖伊·奥利弗-沃茨', '克里斯蒂安·麦凯', '伊莲恩·戴维斯', '乔格·尼可洛夫', '维多利亚·埃姆斯利', '弗兰克·勒伯夫']",266403,英语 / 法语 / 拉丁语,英国 / 日本,"['剧情', '爱情', '传记']",2014-09-07(多伦多电影节),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2210832820.jpg,2980516,123分钟,8.4,35.70%,48.90%,14.50%,0.80%,0.10%,霍金（埃迪·雷德梅恩 Eddie Redmayne 饰）和简（菲丽希缇·琼斯 Felicity Jones 饰）相识于一场舞会上，两人初次见面交谈甚欢，颇有一番相见恨晚的意味。之后，霍金大胆的邀请简参加舞会，二人以此为契机，陷入了热恋之中。,72174
18,末路狂花,https://movie.douban.com/subject/1291992/,['雷德利·斯科特'],"['吉娜·戴维斯', '苏珊·萨兰登', '哈威·凯特尔', '迈克尔·马德森', '布拉德·皮特']",214516,英语,美国 / 英国 / 法国,"['剧情', '惊悚', '犯罪']",1991-05-24(美国),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910924635.jpg,103074,130 分钟,8.9,53.10%,37.70%,8.40%,0.60%,0.20%,该片被认为是向男权社会发出抗争的女性主义电影代表作。,59291
19,李米的猜想,https://movie.douban.com/subject/3230459/,['曹保平'],"['周迅', '邓超', '张涵予', '王宝强', '王砚辉', '王柠', '颜北', '董琳达', '胡宝安']",328700,汉语普通话,中国大陆 / 中国香港,"['剧情', '爱情', '犯罪']",2008-09-19(中国大陆),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p499462449.jpg,1299370,96分钟,8,27.80%,48.70%,21.40%,1.80%,0.30%,出租车司机李米（周迅 饰）嘴里一直叨叨着神秘的数字，坐她车的乘客都得回答她一个问题：见过这个男人吗？李米的男友方文已经失踪四年，然而在这四年里又一直不停地给她写信告知近况，找不到恋人的李米把他的照片贴在杂志里让人辨认，每天生活在极大的折磨下。,77380
20,溺水小刀,https://movie.douban.com/subject/26611076/,['山户结希'],"['小松菜奈', '菅田将晖', '重冈大毅', '上白石萌音', '志磨辽平', '齐藤阳一郎', '岭豪一', '伊藤步梦', '堀内正美', '市川实和子', '五十岚信次郎']",135662,日语,日本,"['剧情', '爱情']",2016-11-05(日本),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2390682933.jpg,5108912,111分钟,7.6,24.60%,39.50%,29.00%,5.70%,1.30%,小有名气的15岁平面模特满月夏芽（小松菜奈 饰）不得不跟随父母回到老家，帮助年迈的爷爷打理旅店。美丽的女孩很快结识了新朋友，同时也认识了那个周身闪着白色光芒的长谷川航一朗（菅田将晖 饰）。阿航是当地神主一族的孩子，但是他无拘无束，经常干一些出格的事。他时不时戏耍夏芽，而夏芽则对这个坏男孩颇有好感。在阿航的鼓励下，女孩重拾信心，继续自己的艺能事业。在某个祭典之夜，一桩意外降临在少男少女的头上。失落的夏芽和阿航分手，阿航则堕落成街头混混。在此期间，两人的同学大友胜利（重冈大毅 饰）鼓舞着夏芽，两人越走越近……,44760
21,金刚川,https://movie.douban.com/subject/35155748/,"['管虎', '郭帆', '路阳']","['张译', '吴京', '李九霄', '魏晨', '邓超', '欧豪', '邱天', '周思羽', '刘显达', '石昊正']",290573,汉语普通话 / 英语,中国大陆,"['剧情', '战争']",2020-10-23(中国大陆),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2623301908.jpg,13000980,122分钟,6.5,12.00%,29.10%,38.80%,14.20%,5.90%,1953年，抗美援朝战争进入最终阶段，志愿军在金城发动最后一场大型战役。为在指定时间到达，向 金城前线投放更多战力，志愿军战士们在物资匮乏、武装悬殊的情况下，不断抵御敌机狂轰滥炸，以血肉 之躯一次次修补战火中的木桥。一段鲜为人知的历史，在暗流涌动的金刚川上徐徐展开......,113978
22,巴黎夜旅人,https://movie.douban.com/subject/35354759/,['米夏埃尔·艾斯'],"['夏洛特·甘斯布', '基多·雷昂-里希特', '诺亚·阿比塔', '梅根·诺瑟姆', '提布尔·凡松', '艾曼纽·贝阿', '洛朗·波瓦特诺', '迪迪埃·桑德尔', '莉莉丝·格拉斯穆格', '卡利克特·布罗欣-杜塔兹', '欧菲莉亚·科尔布']",2123,法语,法国,['剧情'],2022-02-13(柏林电影节),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2871210079.jpg,13846402,111分钟,7.9,22.00%,56.50%,18.90%,2.10%,0.50%,1981年法国大选，左派首次推翻保守派的长期执政，人们欢欣涌上巴黎街头庆祝祖国新生。然而，刚经历病痛与婚变的伊莉莎白，却面临了艰困的挑战，毫无工作经验的她，必须重回社会，抚养向往成为诗人的儿子、满怀社会理想的女儿，与因缘际会而暂时收留的街头陌生少女。一个屋檐下，四个截然不同的灵魂在醉人的巴黎努力生存；生活的残酷与不堪，随着摇曳且迷幻的乐声，被塞纳河畔的夜色轻轻抚慰。,1073
